Country,Year,GDPPC,LifeExpectancy,Population,Region
"Micronesia, Fed. Sts.",1955,1288,54.8532,37896,East Asia & Pacific
Moldova,1955,3134,58.3165,2627007,Europe & Central Asia
Monaco,1955,13790,NA,19658,Europe & Central Asia
Mongolia,1955,1018,43.6009,855101,East Asia & Pacific
Montenegro,1955,4761,61.3177,443796,Europe & Central Asia
Montserrat,1955,NA,NA,14297,America
Morocco,1955,2148,49.8858,10502663,Middle East & North Africa
Mozambique,1955,497,39.3781,6832115,Sub-Saharan Africa
Myanmar,1955,1011,38.3604,19282172,East Asia & Pacific
Namibia,1955,4121,47.9974,537519,Sub-Saharan Africa
Nauru,1955,8390,NA,3621,East Asia & Pacific
Nepal,1955,896,40.6074,9290174,South Asia
Netherlands,1955,11566,72.59,10680632,Europe & Central Asia
Netherlands Antilles,1955,NA,62.702,122794,America
New Caledonia,1955,NA,52.74,67750,East Asia & Pacific
New Zealand,1955,14883,70.599,2136000,East Asia & Pacific
Nicaragua,1955,4503,46.3073,1508020,America
Niger,1955,1077,40.014,2959896,Sub-Saharan Africa
Nigeria,1955,3106,43.768,41122333,Sub-Saharan Africa
Niue,1955,NA,NA,4691,East Asia & Pacific
Norfolk Island,1955,NA,NA,1714,East Asia & Pacific
Northern Mariana Islands,1955,NA,NA,8026,East Asia & Pacific
Norway,1955,13438,73.314,3429431,Europe & Central Asia
Oman,1955,3759,40.575,495824,Middle East & North Africa
Pakistan,1955,1166,41.4196,40427072,South Asia
Palau,1955,12027,NA,8259,East Asia & Pacific
Panama,1955,3407,60.4494,981032,America
Papua New Guinea,1955,1035,43.4543,1821496,East Asia & Pacific
Paraguay,1955,2882,65.1541,1673007,America
Peru,1955,5016,44.1235,8786753,America
Philippines,1955,2376,58.7036,22179103,East Asia & Pacific
Pitcairn,1955,NA,NA,142,East Asia & Pacific
Poland,1955,5386,63.939,27269745,Europe & Central Asia
Portugal,1955,4585,61.591,8661418,Europe & Central Asia
Puerto Rico,1955,6342,66.237,2247415,America
Qatar,1955,4970,58.2749,35835,Middle East & North Africa
Reunion,1955,NA,50.857,291658,Sub-Saharan Africa
Romania,1955,5062,61.6933,17483911,Europe & Central Asia
Russia,1955,8787,63.148,111355224,Europe & Central Asia
Rwanda,1955,586,41.7286,2525524,Sub-Saharan Africa
St. Barthélemy,1955,NA,NA,2207,NA
St. Helena,1955,NA,NA,4946,NA
St. Kitts and Nevis,1955,3596,NA,48494,NA
St. Lucia,1955,1734,54.6231,86655,NA
St. Martin,1955,NA,NA,18204,NA
St. Vincent and the Grenadines,1955,2534,51.6253,73528,NA
St.-Pierre-et-Miquelon,1955,NA,NA,4726,NA
Samoa,1955,3153,54.2391,94209,East Asia & Pacific
San Marino,1955,10660,NA,13767,Europe & Central Asia
Sao Tome and Principe,1955,1129,49.1357,58782,Sub-Saharan Africa
Saudi Arabia,1955,4432,50.7966,3558164,Middle East & North Africa
Senegal,1955,1912,41.9011,2781955,Sub-Saharan Africa
Serbia,1955,5129,60.3024,7234916,Europe & Central Asia
Serbia and Montenegro,1955,NA,NA,7564043,Europe & Central Asia
Serbia excluding Kosovo,1955,NA,NA,6026308,Europe & Central Asia
Seychelles,1955,5482,58.2929,38904,Sub-Saharan Africa
Sierra Leone,1955,1202,38.1393,2051845,Sub-Saharan Africa
Singapore,1955,4198,62.5004,1305731,East Asia & Pacific
Slovak Republic,1955,6681,67.952,3812696,Europe & Central Asia
Slovenia,1955,5973,65.0213,1527205,Europe & Central Asia
Solomon Islands,1955,1023,48.3659,102027,East Asia & Pacific
Somalia,1955,1126,42.0934,2491530,Sub-Saharan Africa
South Africa,1955,7752,49.9355,15384557,Sub-Saharan Africa
Spain,1955,5158,66.472,29100396,Europe & Central Asia
Sri Lanka,1955,1859,57.7592,8832541,South Asia
Sudan,1955,2007,48.8613,6542583,Sub-Saharan Africa
Suriname,1955,6214,58.5464,250094,America
Svalbard,1955,NA,NA,1617,Europe & Central Asia
Swaziland,1955,1522,46.8865,307249,Sub-Saharan Africa
Sweden,1955,13177,72.46,7259579,Europe & Central Asia
Switzerland,1955,23981,69.982,4970810,Europe & Central Asia
Syria,1955,2261,52.3352,3921864,Middle East & North Africa
Taiwan,1955,2205,62.645,9490333,East Asia & Pacific
Tajikistan,1955,2850,52.0341,1774504,Europe & Central Asia
Tanzania,1955,1048,47.1082,8740984,Sub-Saharan Africa
Thailand,1955,1329,55.6787,23711041,East Asia & Pacific
Timor-Leste,1955,693,36.8054,461257,East Asia & Pacific
Togo,1955,1110,40.8034,1473839,Sub-Saharan Africa
Tokelau,1955,NA,NA,1610,East Asia & Pacific
Tonga,1955,1460,60.6948,55324,East Asia & Pacific
Trinidad and Tobago,1955,5825,59.7123,740036,America
Tunisia,1955,1845,43.6759,3943533,Middle East & North Africa
Turkey,1955,4156,44.9343,24253200,Europe & Central Asia
Turkmenistan,1955,5881,48.1754,1355501,Europe & Central Asia
Turks and Caicos Islands,1955,2132,NA,5198,America
Tuvalu,1955,1490,NA,5562,East Asia & Pacific
Uganda,1955,813,43.9905,5898834,Sub-Saharan Africa
Ukraine,1955,4643,65.511,40019446,Europe & Central Asia
United Arab Emirates,1955,1262,49.2782,79566,Middle East & North Africa
United Kingdom,1955,12531,70.07,51113711,Europe & Central Asia
United States,1955,17409,69.476,170796378,America
Uruguay,1955,8952,66.4071,2372567,America
USSR,1955,NA,NA,195628838,Europe & Central Asia
Uzbekistan,1955,1986,56.0242,7768581,Europe & Central Asia
Wallis et Futuna,1955,NA,NA,7795,East Asia & Pacific
Vanuatu,1955,1382,48.7797,54924,East Asia & Pacific
Venezuela,1955,12555,58.3297,6758372,America
West Bank and Gaza,1955,1329,51.2048,987790,Middle East & North Africa
West Germany,1955,NA,NA,52376876,Europe & Central Asia
Western Sahara,1955,NA,36.478,21149,Middle East & North Africa
Vietnam,1955,1086,53.6952,28147785,East Asia & Pacific
Virgin Islands (U.S.),1955,NA,61.251,29362,America
North Yemen (former),1955,NA,NA,4412425,NA
South Yemen (former),1955,NA,NA,1366163,NA
Yemen,1955,1406,28.7198,4767589,NA
Yugoslavia,1955,NA,NA,17340801,Europe & Central Asia
Zambia,1955,2865,49.4472,2643906,Sub-Saharan Africa
Zimbabwe,1955,1719,51.6714,3203735,Sub-Saharan Africa
Åland,1955,NA,NA,21333,Europe & Central Asia
South Sudan,1955,2146,38.0509,2720852,Sub-Saharan Africa
Afghanistan,1956,1155,33.20964,8398309,South Asia
Akrotiri and Dhekelia,1956,NA,NA,11121,Europe & Central Asia
Albania,1956,2244,57.76844,1459089,Europe & Central Asia
Algeria,1956,4712,48.83348,10065829,Middle East & North Africa
American Samoa,1956,NA,NA,19647,East Asia & Pacific
Andorra,1956,11152,NA,9987,Europe & Central Asia
Angola,1956,3326,39.07696,4900594,Sub-Saharan Africa
Anguilla,1956,NA,NA,5743,America
Antigua and Barbuda,1956,4110,60.89244,53062,America
Argentina,1956,7652,63.85872,19274526,America
Armenia,1956,2299,60.22204,1619242,Europe & Central Asia
Aruba,1956,4519,63.424,45933,America
Australia,1956,13217,70.1868,9420602,East Asia & Pacific
Austria,1956,9998,67.8568,6963298,Europe & Central Asia
Azerbaijan,1956,4583,56.3448,3431597,Europe & Central Asia
Bahamas,1956,12829,59.38704,91893,America
Bahrain,1956,20266,47.791,139332,Middle East & North Africa
Bangladesh,1956,1056,42.9104,43170261,South Asia
Barbados,1956,4038,61.67992,228349,America
Belarus,1956,3518,66.7666,7865540,Europe & Central Asia
Belgium,1956,12053,68.8916,8922069,Europe & Central Asia
Belize,1956,1949,59.00548,82140,America
Benin,1956,1114,38.9664,2323131,Sub-Saharan Africa
Bermuda,1956,16693,NA,41569,America
Bhutan,1956,910,39.57316,204748,South Asia
Bolivia,1956,2866,44.7842,3426999,America
Bosnia and Herzegovina,1956,1354,57.50168,2987354,Europe & Central Asia
Botswana,1956,920,53.51152,480016,Sub-Saharan Africa
Brazil,1956,3521,54.1902,64506874,America
British Virgin Islands,1956,NA,NA,7730,America
Brunei,1956,59604,60.68668,66859,East Asia & Pacific
Bulgaria,1956,3557,64.9436,7604251,Europe & Central Asia
Burkina Faso,1956,605,36.6986,4574942,Sub-Saharan Africa
Burundi,1956,588,40.70524,2578393,Sub-Saharan Africa
Cambodia,1956,1311,45.03836,5176326,East Asia & Pacific
Cameroon,1956,1671,44.22984,4962726,Sub-Saharan Africa
Canada,1956,14253,70.004,16177451,America
Cape Verde,1956,782,54.65264,197702,Sub-Saharan Africa
Cayman Islands,1956,13114,NA,6918,America
Central African Republic,1956,1377,39.58744,1417218,NA
Chad,1956,1398,44.35968,2786844,Sub-Saharan Africa
Channel Islands,1956,NA,70.19,106271,Europe & Central Asia
Chile,1956,5584,56.99372,7020125,America
China,1956,736,48.536704,607167524,East Asia & Pacific
Christmas Island,1956,NA,NA,722,East Asia & Pacific
Cocos Island,1956,NA,NA,351,East Asia & Pacific
Colombia,1956,3459,57.78284,14641718,America
Comoros,1956,915,44.12976,176265,Sub-Saharan Africa
"Congo, Dem. Rep.",1956,2202,43.95276,13830444,Sub-Saharan Africa
"Congo, Rep.",1956,2063,44.5742,919735,Sub-Saharan Africa
Cook Is,1956,NA,NA,16739,NA
Costa Rica,1956,3472,62.02176,1158318,America
Cote d'Ivoire,1956,2281,40.04376,3063218,Sub-Saharan Africa
Croatia,1956,5469,61.97568,4064774,Europe & Central Asia
Cuba,1956,9424,63.39308,6652086,America
Cyprus,1956,4764,67.33328,539566,Europe & Central Asia
Czech Republic,1956,9535,69.4924,9410282,NA
Czechoslovakia,1956,NA,NA,13226585,Europe & Central Asia
Denmark,1956,12837,71.9924,4467279,Europe & Central Asia
Djibouti,1956,3473,49.4878,71498,Middle East & North Africa
Dominica,1956,2299,NA,55545,America
Dominican Republic,1956,2550,54.1762,2876431,NA
East Germany,1956,NA,NA,17984945,Europe & Central Asia
Ecuador,1956,4058,53.85748,4066240,America
Egypt,1956,1736,44.75112,24295746,Middle East & North Africa
El Salvador,1956,3855,50.55744,2487582,America
Equatorial Guinea,1956,577,40.75384,239826,Sub-Saharan Africa
Eritrea,1956,863,40.53812,1286171,Sub-Saharan Africa
Eritrea and Ethiopia,1956,NA,NA,23920946,Sub-Saharan Africa
Estonia,1956,6195,67.5915099600658,1170105,Europe & Central Asia
Ethiopia,1956,638,37.13972,20347793,Sub-Saharan Africa
Faeroe Islands,1956,NA,NA,32233,Europe & Central Asia
Falkland Is (Malvinas),1956,NA,NA,2191,NA
Fiji,1956,3171,56.71296,345746,East Asia & Pacific
Finland,1956,8971,67.8748,4279108,Europe & Central Asia
France,1956,9907,68.7448,43946534,Europe & Central Asia
French Guiana,1956,NA,55.217,29030,America
French Polynesia,1956,NA,53.55,70433,East Asia & Pacific
Gabon,1956,1050,43.8546,484780,Sub-Saharan Africa
Gambia,1956,1106,40.61772,316906,Sub-Saharan Africa
Georgia,1956,2954,60.56568,3903647,Europe & Central Asia
Germany,1956,11751,68.7034510241504,71623569,Europe & Central Asia
Ghana,1956,2167,48.24792,5863686,Sub-Saharan Africa
Gibraltar,1956,NA,NA,21073,Europe & Central Asia
Greece,1956,5355,68.34772,8016443,Europe & Central Asia
Greenland,1956,4641,58.1164379617169,26728,Europe & Central Asia
Grenada,1956,1927,59.59504,82797,America
Guadeloupe,1956,NA,56.106,243886,America
Guam,1956,NA,58.909,63256,East Asia & Pacific
Guatemala,1956,3202,43.13648,3711995,America
Guernsey,1956,NA,NA,46279,Europe & Central Asia
Guinea,1956,730,40.99468,3363711,Sub-Saharan Africa
Guinea-Bissau,1956,1140,41.0587866666667,583648,Sub-Saharan Africa
Guyana,1956,3711,60.03216,500809,America
Haiti,1956,2408,39.64212,3579723,America
Holy See,1956,NA,NA,910,Europe & Central Asia
Honduras,1956,2460,47.6238,1769834,America
"Hong Kong, China",1956,4135,65.112,2603777,East Asia & Pacific
Hungary,1956,7115,66.0832,9876547,Europe & Central Asia
Iceland,1956,10575,72.9728,161136,Europe & Central Asia
India,1956,993,38.33608,416771502,South Asia
Indonesia,1956,1664,44.50864,79226787,East Asia & Pacific
Iran,1956,3783,45.25568,19782699,Middle East & North Africa
Iraq,1956,5242,46.49172,6646641,Middle East & North Africa
Ireland,1956,7116,69.2332,2881612,Europe & Central Asia
Isle of Man,1956,NA,NA,51374,Europe & Central Asia
Israel,1956,5382,67.1618,1796009,Middle East & North Africa
Italy,1956,8420,67.5968,48614865,Europe & Central Asia
Jamaica,1956,4483,61.40352,1560858,America
Japan,1956,3646,65.7236,89262489,East Asia & Pacific
Jersey,1956,NA,NA,60418,Europe & Central Asia
Jordan,1956,3961,51.68288,689705,Middle East & North Africa
Kazakhstan,1956,7533,56.62876,8370674,Europe & Central Asia
Kenya,1956,1934,48.41776,7186212,Sub-Saharan Africa
Kiribati,1956,2097,45.01116,37454,East Asia & Pacific
North Korea,1956,1208,43.99568,10285936,NA
South Korea,1956,1130,50.64688,21897911,NA
Kosovo,1956,NA,NA,1288279,Europe & Central Asia
Kuwait,1956,12935,59.00396,200988,Middle East & North Africa
Kyrgyz Republic,1956,2574,52.83172,1946540,NA
Lao,1956,1201,43.21868,1934235,NA
Latvia,1956,4924,66.4464,2035996,Europe & Central Asia
Lebanon,1956,9610,63.71376,1584034,Middle East & North Africa
Lesotho,1956,493,49.40968,799377,Sub-Saharan Africa
Liberia,1956,1294,40.48912,1030070,Sub-Saharan Africa
Libya,1956,8467,44.47156,1266813,Middle East & North Africa
Liechtenstein,1956,NA,NA,15115,Europe & Central Asia
Lithuania,1956,8561,67.2534,2652489,Europe & Central Asia
Luxembourg,1956,20392,67.4094,306943,Europe & Central Asia
"Macao, China",1956,5680,62.89,177041,East Asia & Pacific
"Macedonia, FYR",1956,2865,57.21028,1412614,Europe & Central Asia
Madagascar,1956,2169,42.28888,4646714,Sub-Saharan Africa
Malawi,1956,410,37.5022,3320222,Sub-Saharan Africa
Malaysia,1956,2868,57.93488,7225624,East Asia & Pacific
Maldives,1956,1016,41.09284,81513,South Asia
Mali,1956,719,32.32164,5032124,Sub-Saharan Africa
Malta,1956,2727,66.4672,314037,Europe & Central Asia
Marshall Islands,1956,1570,NA,13994,East Asia & Pacific
Martinique,1956,NA,57.934,252652,America
Mauritania,1956,1431,44.8314,767166,Sub-Saharan Africa
Mauritius,1956,2596,53.39544,587949,Sub-Saharan Africa
Mayotte,1956,NA,51.316,19898,Sub-Saharan Africa
Mexico,1956,5305,55.25532,33647986,America
"Micronesia, Fed. Sts.",1956,1314,55.23352,39092,East Asia & Pacific
Moldova,1956,3369,58.6626,2700796,Europe & Central Asia
Monaco,1956,14399,NA,20184,Europe & Central Asia
Mongolia,1956,1053,44.24764,872162,East Asia & Pacific
Montenegro,1956,4622,61.85332,453322,Europe & Central Asia
Montserrat,1956,NA,NA,13902,America
Morocco,1956,2108,50.34728,10852482,Middle East & North Africa
Mozambique,1956,492,40.07816,6952955,Sub-Saharan Africa
Myanmar,1956,1064,39.24864,19690046,East Asia & Pacific
Namibia,1956,4175,48.82204,549482,Sub-Saharan Africa
Nauru,1956,9534,NA,3760,East Asia & Pacific
Nepal,1956,925,41.13384,9442123,South Asia
Netherlands,1956,11939,72.612,10822018,Europe & Central Asia
Netherlands Antilles,1956,NA,63.43,125123,America
New Caledonia,1956,NA,53.504,69458,East Asia & Pacific
New Zealand,1956,15358,70.8624,2182943,East Asia & Pacific
Nicaragua,1956,4360,47.00768,1558473,America
Niger,1956,1099,40.228,3042231,Sub-Saharan Africa
Nigeria,1956,2975,44.44,41874186,Sub-Saharan Africa
Niue,1956,NA,NA,4702,East Asia & Pacific
Norfolk Island,1956,NA,NA,1719,East Asia & Pacific
Northern Mariana Islands,1956,NA,NA,8427,East Asia & Pacific
Norway,1956,14054,73.3604,3460640,Europe & Central Asia
Oman,1956,3930,41.5288,505889,Middle East & North Africa
Pakistan,1956,1171,42.51396,41202729,South Asia
Palau,1956,12719,NA,8525,East Asia & Pacific
Panama,1956,3496,61.06004,1008979,America
Papua New Guinea,1956,1051,44.15308,1847534,East Asia & Pacific
Paraguay,1956,2925,65.36436,1716105,America
Peru,1956,5076,44.6004,9021960,America
Philippines,1956,2470,59.10096,22958357,East Asia & Pacific
Pitcairn,1956,NA,NA,143,East Asia & Pacific
Poland,1956,5530,64.7816,27787997,Europe & Central Asia
Portugal,1956,4751,61.4056,8719914,Europe & Central Asia
Puerto Rico,1956,6800,66.994,2262416,America
Qatar,1956,6261,59.08904,37581,Middle East & North Africa
Reunion,1956,NA,51.936,299572,Sub-Saharan Africa
Romania,1956,5235,62.29268,17726584,Europe & Central Asia
Russia,1956,9465,64.6408,113152347,Europe & Central Asia
Rwanda,1956,595,42.06256,2607945,Sub-Saharan Africa
St. Barthélemy,1956,NA,NA,2202,NA
St. Helena,1956,NA,NA,4909,NA
St. Kitts and Nevis,1956,3638,NA,49253,NA
St. Lucia,1956,1808,55.27276,87178,NA
St. Martin,1956,NA,NA,18369,NA
St. Vincent and the Grenadines,1956,2616,52.49728,75081,NA
St.-Pierre-et-Miquelon,1956,NA,NA,4763,NA
Samoa,1956,3190,54.94956,96801,East Asia & Pacific
San Marino,1956,11228,NA,14044,Europe & Central Asia
Sao Tome and Principe,1956,1194,49.70352,59744,Sub-Saharan Africa
Saudi Arabia,1956,5132,51.50576,3653563,Middle East & North Africa
Senegal,1956,1943,42.45356,2854549,Sub-Saharan Africa
Serbia,1956,4955,60.80564,7308931,Europe & Central Asia
Serbia and Montenegro,1956,NA,NA,7645013,Europe & Central Asia
Serbia excluding Kosovo,1956,NA,NA,6089715,Europe & Central Asia
Seychelles,1956,5428,58.68644,39332,Sub-Saharan Africa
Sierra Leone,1956,1224,38.59928,2076362,Sub-Saharan Africa
Singapore,1956,4629,63.24764,1373121,East Asia & Pacific
Slovak Republic,1956,7000,68.4852,3883977,Europe & Central Asia
Slovenia,1956,5790,65.41388,1539786,Europe & Central Asia
Solomon Islands,1956,1041,48.91984,104962,East Asia & Pacific
Somalia,1956,1145,42.69524,2541067,Sub-Saharan Africa
South Africa,1956,7928,50.588,15759812,Sub-Saharan Africa
Spain,1956,5546,66.5032,29343602,Europe & Central Asia
Sri Lanka,1956,1821,58.46992,9024911,South Asia
Sudan,1956,2164,49.44268,6723968,Sub-Saharan Africa
Suriname,1956,6359,59.08404,257485,America
Svalbard,1956,NA,NA,1654,Europe & Central Asia
Swaziland,1956,1544,47.4046,315361,Sub-Saharan Africa
Sweden,1956,13642,72.516,7301708,Europe & Central Asia
Switzerland,1956,25197,70.1092,5026664,Europe & Central Asia
Syria,1956,2609,52.94892,4044390,Middle East & North Africa
Taiwan,1956,2205,62.752,9825000,East Asia & Pacific
Tajikistan,1956,3063,52.38856,1825437,Europe & Central Asia
Tanzania,1956,1038,47.58192,8987966,Sub-Saharan Africa
Thailand,1956,1304,56.25132,24389520,East Asia & Pacific
Timor-Leste,1956,693,37.46604,468089,East Asia & Pacific
Togo,1956,1125,41.58104,1490731,Sub-Saharan Africa
Tokelau,1956,NA,NA,1666,East Asia & Pacific
Tonga,1956,1476,61.09428,56366,East Asia & Pacific
Trinidad and Tobago,1956,6843,60.36768,763355,America
Tunisia,1956,1945,44.19024,3988481,Middle East & North Africa
Turkey,1956,4122,45.57448,24898170,Europe & Central Asia
Turkmenistan,1956,6338,48.47904,1397172,Europe & Central Asia
Turks and Caicos Islands,1956,2176,NA,5318,America
Tuvalu,1956,1504,NA,5658,East Asia & Pacific
Uganda,1956,837,44.593,6055517,Sub-Saharan Africa
Ukraine,1956,5000,66.3856,40556528,Europe & Central Asia
United Arab Emirates,1956,1270,50.47692,81515,Middle East & North Africa
United Kingdom,1956,12572,70.336,51315724,Europe & Central Asia
United States,1956,17428,69.5516,173877321,America
Uruguay,1956,8897,66.62876,2404500,America
USSR,1956,NA,NA,199106478,Europe & Central Asia
Uzbekistan,1956,2133,56.42792,7947735,Europe & Central Asia
Wallis et Futuna,1956,NA,NA,7965,East Asia & Pacific
Vanuatu,1956,1400,49.53132,56564,East Asia & Pacific
Venezuela,1956,13452,58.95572,7019406,America
West Bank and Gaza,1956,1318,51.66308,1004360,Middle East & North Africa
West Germany,1956,NA,NA,52868929,Europe & Central Asia
Western Sahara,1956,NA,36.858,22798,Middle East & North Africa
Vietnam,1956,1104,54.38732,28973873,East Asia & Pacific
Virgin Islands (U.S.),1956,NA,61.883,29498,America
North Yemen (former),1956,NA,NA,4442148,NA
South Yemen (former),1956,NA,NA,1375366,NA
Yemen,1956,1414,29.69928,4843974,NA
Yugoslavia,1956,NA,NA,17510157,Europe & Central Asia
Zambia,1956,3104,50.04032,2718118,Sub-Saharan Africa
Zimbabwe,1956,1843,52.13904,3305403,Sub-Saharan Africa
Åland,1956,NA,NA,21262,Europe & Central Asia
South Sudan,1956,2318,38.81504,2760933,Sub-Saharan Africa
Afghanistan,1957,1134,33.82838,8534913,South Asia
Akrotiri and Dhekelia,1957,NA,NA,11200,Europe & Central Asia
Albania,1957,2387,58.79248,1500152,Europe & Central Asia
Algeria,1957,5166,49.39616,10316288,Middle East & North Africa
American Samoa,1957,NA,NA,19597,East Asia & Pacific
Andorra,1957,12056,NA,10781,Europe & Central Asia
Angola,1957,3592,39.69032,4992439,Sub-Saharan Africa
Anguilla,1957,NA,NA,5777,America
Antigua and Barbuda,1957,4213,61.38948,53411,America
Argentina,1957,7863,64.15574,19614848,America
Armenia,1957,2299,60.52818,1677837,Europe & Central Asia
Aruba,1957,4632,64.086,48242,America
Australia,1957,13191,70.4706,9637408,East Asia & Pacific
Austria,1957,10578,67.6206,6981105,Europe & Central Asia
Azerbaijan,1957,4597,56.6681,3539858,Europe & Central Asia
Bahamas,1957,13302,59.70618,95604,America
Bahrain,1957,20938,49.047,145185,Middle East & North Africa
Bangladesh,1957,1017,43.3218,44315145,South Asia
Barbados,1957,4243,62.25964,229214,America
Belarus,1957,3524,67.1352,7938612,Europe & Central Asia
Belgium,1957,12252,69.2622,8974221,Europe & Central Asia
Belize,1957,1963,59.57516,84503,America
Benin,1957,1092,39.5328,2345782,Sub-Saharan Africa
Bermuda,1957,17648,NA,42393,America
Bhutan,1957,920,40.20322,209449,South Asia
Bolivia,1957,2713,45.1759,3490685,America
Bosnia and Herzegovina,1957,1550,58.37706,3042428,Europe & Central Asia
Botswana,1957,933,54.03634,490433,Sub-Saharan Africa
Brazil,1957,3668,54.7279,66400362,America
British Virgin Islands,1957,NA,NA,7785,America
Brunei,1957,60541,61.32206,70465,East Asia & Pacific
Bulgaria,1957,3895,66.3362,7668139,Europe & Central Asia
Burkina Faso,1957,619,37.2747,4635954,Sub-Saharan Africa
Burundi,1957,601,41.02058,2627880,Sub-Saharan Africa
Cambodia,1957,1363,45.25612,5307886,East Asia & Pacific
Cameroon,1957,1710,44.76178,5055386,Sub-Saharan Africa
Canada,1957,14177,69.923,16624767,America
Cape Verde,1957,751,54.96138,197933,Sub-Saharan Africa
Cayman Islands,1957,13709,NA,7178,America
Central African Republic,1957,1403,40.12248,1436392,NA
Chad,1957,1428,44.82906,2838612,Sub-Saharan Africa
Channel Islands,1957,NA,70.369,106967,Europe & Central Asia
Chile,1957,6016,57.32924,7182786,America
China,1957,780,48.587368,615992182,East Asia & Pacific
Christmas Island,1957,NA,NA,743,East Asia & Pacific
Cocos Island,1957,NA,NA,356,East Asia & Pacific
Colombia,1957,3452,58.66478,15075304,America
Comoros,1957,929,44.56242,179386,Sub-Saharan Africa
"Congo, Dem. Rep.",1957,2177,44.31842,14161242,Sub-Saharan Africa
"Congo, Rep.",1957,2099,45.2694,941590,Sub-Saharan Africa
Cook Is,1957,NA,NA,17156,NA
Costa Rica,1957,3633,62.67892,1198946,America
Cote d'Ivoire,1957,2317,40.86292,3153472,Sub-Saharan Africa
Croatia,1957,6325,62.40706,4098126,Europe & Central Asia
Cuba,1957,10636,64.03586,6764787,America
Cyprus,1957,4959,67.68876,549459,Europe & Central Asia
Czech Republic,1957,10023,69.1558,9457027,NA
Czechoslovakia,1957,NA,NA,13353862,Europe & Central Asia
Denmark,1957,13741,71.7508,4494306,Europe & Central Asia
Djibouti,1957,3508,50.0996,73703,Middle East & North Africa
Dominica,1957,2325,NA,56631,America
Dominican Republic,1957,2627,55.1009,2975809,NA
East Germany,1957,NA,NA,17918620,Europe & Central Asia
Ecuador,1957,4151,54.61266,4179314,America
Egypt,1957,1780,45.61554,24959391,Middle East & North Africa
El Salvador,1957,3933,51.45548,2549823,America
Equatorial Guinea,1957,588,41.19978,242509,Sub-Saharan Africa
Eritrea,1957,841,40.85054,1314633,Sub-Saharan Africa
Eritrea and Ethiopia,1957,NA,NA,24363763,Sub-Saharan Africa
Estonia,1957,6213,68.0699886323238,1181025,Europe & Central Asia
Ethiopia,1957,622,34.36974,20764427,Sub-Saharan Africa
Faeroe Islands,1957,NA,NA,32715,Europe & Central Asia
Falkland Is (Malvinas),1957,NA,NA,2180,NA
Fiji,1957,3252,57.26782,356817,East Asia & Pacific
Finland,1957,9302,67.3716,4320250,Europe & Central Asia
France,1957,10442,69.1816,44376073,Europe & Central Asia
French Guiana,1957,NA,55.783,29621,America
French Polynesia,1957,NA,54.439,72063,East Asia & Pacific
Gabon,1957,1134,44.3012,487537,Sub-Saharan Africa
Gambia,1957,1119,41.10024,330603,Sub-Saharan Africa
Georgia,1957,2962,60.92456,3967337,Europe & Central Asia
Germany,1957,12385,68.625328563272,71955005,Europe & Central Asia
Ghana,1957,1936,48.85614,6052159,Sub-Saharan Africa
Gibraltar,1957,NA,NA,21127,Europe & Central Asia
Greece,1957,5656,68.76274,8097202,Europe & Central Asia
Greenland,1957,4901,59.0148679169844,27734,Europe & Central Asia
Grenada,1957,1972,60.12618,84647,America
Guadeloupe,1957,NA,56.837,252057,America
Guam,1957,NA,59.423,63925,East Asia & Pacific
Guatemala,1957,3284,43.60866,3811577,America
Guernsey,1957,NA,NA,46408,Europe & Central Asia
Guinea,1957,745,41.43156,3414094,Sub-Saharan Africa
Guinea-Bissau,1957,1184,41.40454,592124,Sub-Saharan Africa
Guyana,1957,3619,60.22722,516218,America
Haiti,1957,2222,40.24404,3647806,America
Holy See,1957,NA,NA,912,Europe & Central Asia
Honduras,1957,2490,48.3506,1824081,America
"Hong Kong, China",1957,4276,65.694,2713176,East Asia & Pacific
Hungary,1957,7795,66.4544,9914136,Europe & Central Asia
Iceland,1957,10295,73.4626,164721,Europe & Central Asia
India,1957,959,39.02236,424541513,South Asia
Indonesia,1957,1779,45.46288,81230749,East Asia & Pacific
Iran,1957,4211,45.91156,20288440,Middle East & North Africa
Iraq,1957,5045,47.90774,6795399,Middle East & North Africa
Ireland,1957,7159,69.2894,2862366,Europe & Central Asia
Isle of Man,1957,NA,NA,50379,Europe & Central Asia
Israel,1957,5557,67.5811,1868581,Middle East & North Africa
Italy,1957,8816,67.7656,48868412,Europe & Central Asia
Jamaica,1957,5057,62.15534,1577372,America
Japan,1957,3843,65.5962,90084818,East Asia & Pacific
Jersey,1957,NA,NA,61002,Europe & Central Asia
Jordan,1957,3900,52.56346,739263,Middle East & North Africa
Kazakhstan,1957,7558,57.07092,8764961,Europe & Central Asia
Kenya,1957,1963,49.11242,7401422,Sub-Saharan Africa
Kiribati,1957,2158,45.46072,38348,East Asia & Pacific
North Korea,1957,1322,44.87056,10547389,NA
South Korea,1957,1226,51.33946,22681233,NA
Kosovo,1957,NA,NA,1299419,Europe & Central Asia
Kuwait,1957,14325,59.94682,208907,Middle East & North Africa
Kyrgyz Republic,1957,2624,53.23974,1994697,NA
Lao,1957,1211,43.55856,1979060,NA
Latvia,1957,4938,67.3128,2058457,Europe & Central Asia
Lebanon,1957,9638,64.13142,1637126,Middle East & North Africa
Lesotho,1957,503,50.16706,811453,Sub-Saharan Africa
Liberia,1957,1301,40.86804,1051225,Sub-Saharan Africa
